0	1
0.1	0.965258445
0.2	0.86405142
0.3	0.70518586
0.4	0.502423306
0.5	0.273211896
0.6	0.037074683
0.7	-0.186187886
0.8	-0.378312101
0.9	-0.524247721
1	-0.613504143
1.1	-0.641079554
1.2	-0.607858857
1.3	-0.520463824
1.4	-0.390564653
1.5	-0.233705054
1.6	-0.067771609
1.7	0.088751437
1.8	0.218581168
1.9	0.307316472
2	0.34484252
2.1	0.326315966
2.2	0.252637258
2.3	0.130394848
2.4	-0.028744717
2.5	-0.209150235
2.6	-0.392707015
2.7	-0.560548444
2.8	-0.69485802
2.9	-0.780604147
3	-0.806987829
3.1	-0.768524126
3.2	-0.665613265
3.3	-0.504567117
3.4	-0.297092371
3.5	-0.059245758
3.6	0.190006066
3.7	0.430505566
3.8	0.642737334
3.9	0.809601094
4	0.9179759
4.1	0.95989467
4.2	0.933249105
4.3	0.841959611
4.4	0.695572441
4.5	0.508343285
4.6	0.297883082
4.7	0.083499045
4.8	-0.115613411
4.9	-0.282157444
5	-0.402345009
5.1	-0.467148148
5.2	-0.473108758
5.3	-0.422605555
5.4	-0.323581481
5.5	-0.188723423
5.6	-0.034203315
5.7	0.121917266
5.8	0.261458029
5.9	0.367899889
6	0.428018811
6.1	0.433185249
6.2	0.380242399
6.3	0.271850032
6.4	0.116290885
6.5	-0.07327823
6.6	-0.280034865
6.7	-0.485055453
6.8	-0.669088852
6.9	-0.814362995
7	-0.90628236
7.1	-0.934808634
7.2	-0.895442601
7.3	-0.789668194
7.4	-0.624876695
7.5	-0.413716992
7.6	-0.172955401
7.7	0.078039312
7.8	0.319055902
7.9	0.530874029
8	0.697007153
8.1	0.805193263
8.2	0.848477408
8.3	0.825790159
8.4	0.742010155
8.5	0.607439582
8.6	0.43678392
8.7	0.247726894
8.8	0.059231134
8.9	-0.110268656
9	-0.244618731
9.1	-0.331477442
9.2	-0.363468862
9.3	-0.338846516
9.4	-0.261653621
9.5	-0.141304606
9.6	0.008353415
9.7	0.170391307
9.8	0.326450355
9.9	0.458534088
